"","...1","symbol","date","open","high","low","close","volume","adjusted","name","currency","exchange","industry","logo","weburl","environment_grade","environment_level","social_grade","social_level","governance_grade","governance_level","environment_score","social_score","governance_score","total_score","last_processing_date","total_grade","total_level","cik","baseline_price","after_shock","day","log_price","Industrials","Health Care","Information Technology","Utilities","Financials","Materials","Consumer Discretionary","Real Estate","Communication Services","Consumer Staples","Energy"
"14555",18839,"TYL",2022-11-09,294.059997558594,295.989990234375,289.690002441406,292.019989013672,514100,292.019989013672,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,30,5.67682225545158,0,0,1,0,0,0,0,0,0,0,0
"14556",18840,"TYL",2022-11-10,307.869995117188,312.399993896484,306.910003662109,309.709991455078,404100,309.709991455078,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,31,5.73563634818003,0,0,1,0,0,0,0,0,0,0,0
"14557",18841,"TYL",2022-11-11,310.890014648438,326.5,308.970001220703,324.609985351562,472000,324.609985351562,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,32,5.78262441662695,0,0,1,0,0,0,0,0,0,0,0
"14558",18842,"TYL",2022-11-14,321.920013427734,324.309997558594,317.260009765625,320.350006103516,301200,320.350006103516,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,35,5.76941416713768,0,0,1,0,0,0,0,0,0,0,0
"14559",18843,"TYL",2022-11-15,327.820007324219,338.440002441406,327.820007324219,337.200012207031,377300,337.200012207031,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,36,5.82067626232886,0,0,1,0,0,0,0,0,0,0,0
"14560",18844,"TYL",2022-11-16,334.369995117188,338.619995117188,333.279998779297,335.640014648438,357900,335.640014648438,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,37,5.81603920064517,0,0,1,0,0,0,0,0,0,0,0
"14561",18845,"TYL",2022-11-17,330.559997558594,330.559997558594,318.880004882812,320.549987792969,352000,320.549987792969,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,38,5.77003823235175,0,0,1,0,0,0,0,0,0,0,0
"14562",18846,"TYL",2022-11-18,326.420013427734,326.940002441406,312.059997558594,313.450012207031,407000,313.450012207031,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,39,5.74763989666409,0,0,1,0,0,0,0,0,0,0,0
"14563",18847,"TYL",2022-11-21,312.339996337891,322.489990234375,310.339996337891,321.820007324219,257100,321.820007324219,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,42,5.77399240578975,0,0,1,0,0,0,0,0,0,0,0
"14564",18848,"TYL",2022-11-22,323.079986572266,327.019989013672,319.649993896484,326.929992675781,308500,326.929992675781,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,43,5.78974605830028,0,0,1,0,0,0,0,0,0,0,0
"14565",18849,"TYL",2022-11-23,326.880004882812,333.940002441406,324.100006103516,333.040008544922,205200,333.040008544922,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,44,5.80826262854406,0,0,1,0,0,0,0,0,0,0,0
"14566",18850,"TYL",2022-11-25,332.179992675781,333.929992675781,327.929992675781,330.880004882812,130100,330.880004882812,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,46,5.80175578663706,0,0,1,0,0,0,0,0,0,0,0
"14567",18851,"TYL",2022-11-28,329.959991455078,332.170013427734,325.269989013672,326.730010986328,244700,326.730010986328,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,49,5.7891341753808,0,0,1,0,0,0,0,0,0,0,0
"14568",18852,"TYL",2022-11-29,325.549987792969,325.709991455078,320.600006103516,324.149993896484,257000,324.149993896484,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,50,5.78120635279171,0,0,1,0,0,0,0,0,0,0,0
"14569",18853,"TYL",2022-11-30,324.170013427734,345.239990234375,324.170013427734,342.739990234375,851000,342.739990234375,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,51,5.8369721137399,0,0,1,0,0,0,0,0,0,0,0
"14570",18854,"TYL",2022-12-01,341.339996337891,353.130004882812,341.339996337891,352.230010986328,238900,352.230010986328,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,52,5.86428440250101,0,0,1,0,0,0,0,0,0,0,0
"14571",18855,"TYL",2022-12-02,346.019989013672,346.730010986328,338.529998779297,342.220001220703,254400,342.220001220703,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,53,5.83545380867084,0,0,1,0,0,0,0,0,0,0,0
"14572",18856,"TYL",2022-12-05,339.5,340.029998779297,320.190002441406,323.510009765625,366700,323.510009765625,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,56,5.77923005555074,0,0,1,0,0,0,0,0,0,0,0
"14573",18857,"TYL",2022-12-06,324.390014648438,324.390014648438,311.179992675781,314.070007324219,349500,314.070007324219,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,57,5.74961591431971,0,0,1,0,0,0,0,0,0,0,0
"14574",18858,"TYL",2022-12-07,314.170013427734,316.059997558594,308.179992675781,308.829986572266,346400,308.829986572266,"Tyler Technologies Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png","https://www.tylertech.com/","BBB","High","BB","Medium","BB","Medium",400,306,305,1011,"19-04-2022","BBB","High",860731,343.540008544922,1,58,5.73279092021154,0,0,1,0,0,0,0,0,0,0,0
"14575",18859,"TSN",2022-10-10,64.2099990844727,64.8499984741211,63.8600006103516,64.0999984741211,2036300,57.8237266540527,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,0,4.16044434012196,0,0,0,0,0,0,0,0,0,1,0
"14576",18860,"TSN",2022-10-11,64.0299987792969,64.9400024414062,63.4300003051758,63.9500007629395,2505400,57.6884117126465,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,1,4.1581015399551,0,0,0,0,0,0,0,0,0,1,0
"14577",18861,"TSN",2022-10-12,64.2099990844727,64.5199966430664,63.6800003051758,63.7799987792969,2197700,57.5350685119629,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,2,4.15543964244263,0,0,0,0,0,0,0,0,0,1,0
"14578",18862,"TSN",2022-10-13,63.25,65.870002746582,62.939998626709,65.4499969482422,2781400,59.0415534973145,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,3,4.18128644572859,0,0,0,0,0,0,0,0,0,1,0
"14579",18863,"TSN",2022-10-14,65.8600006103516,66.7300033569336,64.5299987792969,64.8399963378906,2346600,58.491268157959,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,4,4.1719226403883,0,0,0,0,0,0,0,0,0,1,0
"14580",18864,"TSN",2022-10-17,65.8600006103516,66.4499969482422,65.5299987792969,65.8099975585938,2621900,59.3662910461426,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,7,4.18677176537023,0,0,0,0,0,0,0,0,0,1,0
"14581",18865,"TSN",2022-10-18,66.6500015258789,66.7900009155273,65.2900009155273,65.6999969482422,2066500,59.2670631408691,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,8,4.18509887904067,0,0,0,0,0,0,0,0,0,1,0
"14582",18866,"TSN",2022-10-19,65.8499984741211,66.1999969482422,64.6399993896484,65.0199966430664,2212800,58.6536483764648,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,9,4.17469486324651,0,0,0,0,0,0,0,0,0,1,0
"14583",18867,"TSN",2022-10-20,65.2399978637695,66.0100021362305,64.4700012207031,64.5999984741211,1912800,58.274772644043,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,10,4.16821438716814,0,0,0,0,0,0,0,0,0,1,0
"14584",18868,"TSN",2022-10-21,64.4599990844727,65.2900009155273,64.1600036621094,65.120002746582,2308600,58.7438697814941,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,11,4.17623176387153,0,0,0,0,0,0,0,0,0,1,0
"14585",18869,"TSN",2022-10-24,65.5100021362305,66.1800003051758,64.7900009155273,65.120002746582,3942900,58.7438697814941,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,14,4.17623176387153,0,0,0,0,0,0,0,0,0,1,0
"14586",18870,"TSN",2022-10-25,65.120002746582,67.370002746582,65.0500030517578,67.0299987792969,3848000,60.4668350219727,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,15,4.20514026215857,0,0,0,0,0,0,0,0,0,1,0
"14587",18871,"TSN",2022-10-26,67.4000015258789,68.4300003051758,67.3499984741211,67.8199996948242,1969900,61.1794891357422,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,16,4.2168571321977,0,0,0,0,0,0,0,0,0,1,0
"14588",18872,"TSN",2022-10-27,68.0899963378906,68.5800018310547,67.1800003051758,67.3899993896484,2129400,60.7915954589844,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,17,4.21049662990112,0,0,0,0,0,0,0,0,0,1,0
"14589",18873,"TSN",2022-10-28,67.6500015258789,68.870002746582,67.5100021362305,68.6399993896484,1687500,61.9191970825195,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,18,4.22887544628764,0,0,0,0,0,0,0,0,0,1,0
"14590",18874,"TSN",2022-10-31,68.629997253418,69.0299987792969,68.0899963378906,68.3499984741211,2302000,61.6575965881348,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,21,4.22464154084547,0,0,0,0,0,0,0,0,0,1,0
"14591",18875,"TSN",2022-11-01,68.8499984741211,69.0699996948242,67.8199996948242,68,1584900,61.3418731689453,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,22,4.21950770517611,0,0,0,0,0,0,0,0,0,1,0
"14592",18876,"TSN",2022-11-02,67.7399978637695,69.0199966430664,67.3899993896484,67.4400024414062,1688000,60.8367118835449,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,23,4.21123834989476,0,0,0,0,0,0,0,0,0,1,0
"14593",18877,"TSN",2022-11-03,66.9199981689453,67.0599975585938,66.2200012207031,66.5599975585938,1884400,60.0428619384766,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,24,4.19810375983317,0,0,0,0,0,0,0,0,0,1,0
"14594",18878,"TSN",2022-11-04,67.370002746582,68.0100021362305,66.379997253418,67.3000030517578,2240700,60.7104225158691,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,25,4.20916028199627,0,0,0,0,0,0,0,0,0,1,0
"14595",18879,"TSN",2022-11-07,67.4800033569336,68.0199966430664,66.0299987792969,67.2600021362305,4330600,60.6743278503418,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,28,4.20856573807291,0,0,0,0,0,0,0,0,0,1,0
"14596",18880,"TSN",2022-11-08,67.3099975585938,68.6699981689453,67.0699996948242,67.7300033569336,2103700,61.0983009338379,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,0,29,4.21552926279028,0,0,0,0,0,0,0,0,0,1,0
"14597",18881,"TSN",2022-11-09,65.5199966430664,66.1100006103516,63.6199989318848,64.1100006103516,5160700,57.8327560424805,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,1,30,4.16060036751955,0,0,0,0,0,0,0,0,0,1,0
"14598",18882,"TSN",2022-11-10,65.6100006103516,66.879997253418,65.2900009155273,66.4599990844727,4080200,59.9526519775391,"Tyson Foods Inc","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png","https://www.tysonfoods.com/","A","High","BB","Medium","BB","Medium",530,374,340,1244,"19-04-2022","A","High",100493,64.0999984741211,1,31,4.19660024915083,0,0,0,0,0,0,0,0,0,1,0
